#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2020,8,6,10,40,999,3.7,4.9,0.3,4.55,3.57,104,1014.5,999,29.6,999,99,99
2020,8,6,10,50,999,4.1,5,99,99,99,999,1014.5,999,29.6,999,99,99
2020,8,6,11,0,999,4.1,4.9,99,99,99,999,1014.6,999,29.6,999,99,99
2020,8,6,11,10,999,4.1,5.1,99,99,99,999,1014.6,999,29.5,999,99,99
2020,8,6,11,20,999,4,4.8,99,99,99,999,1014.9,999,29.5,999,99,99
2020,8,6,11,30,999,4.3,5.7,99,99,99,999,1015,999,29.5,999,99,99
2020,8,6,11,40,999,4.5,5.3,0.29,4.35,3.46,104,1015.2,999,29.5,999,99,99
2020,8,6,11,50,999,3.8,5.1,99,99,99,999,1015.4,999,29.5,999,99,99
2020,8,6,12,0,999,2.6,3.4,99,99,99,999,1015.3,999,29.5,999,99,99
2020,8,6,12,10,999,2.9,3.4,99,99,99,999,1015.5,999,29.5,999,99,99
2020,8,6,12,20,999,2.7,3.5,99,99,99,999,1015.6,999,29.5,999,99,99
2020,8,6,12,30,999,2.1,2.8,99,99,99,999,1015.7,999,29.5,999,99,99
2020,8,6,12,40,999,2.3,3.3,0.31,4.17,3.57,109,1015.7,999,29.5,999,99,99
2020,8,6,12,50,999,2.3,2.9,99,99,99,999,1015.8,999,29.5,999,99,99
2020,8,6,13,0,999,1.7,2.4,99,99,99,999,1016,999,29.6,999,99,99
2020,8,6,13,10,999,1.3,1.7,99,99,99,999,1016.2,999,29.6,999,99,99
2020,8,6,13,20,999,1.1,1.7,99,99,99,999,1016.5,999,29.6,999,99,99
2020,8,6,13,30,999,0.4,1.2,99,99,99,999,1016.5,999,29.6,999,99,99
2020,8,6,13,40,999,0.7,1.5,0.31,4.76,3.84,106,1016.6,999,29.6,999,99,99
2020,8,6,13,50,999,1.1,1.5,99,99,99,999,1016.8,999,29.6,999,99,99
2020,8,6,14,0,999,1.3,1.9,99,99,99,999,1016.8,999,29.6,999,99,99
2020,8,6,14,10,999,0.9,1.6,99,99,99,999,1017.1,999,29.6,999,99,99
2020,8,6,14,20,999,0.4,1.3,99,99,99,999,1017.1,999,29.7,999,99,99
2020,8,6,14,30,999,0.8,1.4,99,99,99,999,1017.1,999,29.7,999,99,99
2020,8,6,14,40,999,0.7,1.4,0.32,4.55,4,98,1017.4,999,29.7,999,99,99
2020,8,6,14,50,999,1,1.8,99,99,99,999,1017.4,999,29.7,999,99,99
2020,8,6,15,0,999,1.1,2,99,99,99,999,1017.3,999,29.7,999,99,99
2020,8,6,15,10,999,1.5,1.9,99,99,99,999,1017.4,999,29.7,999,99,99
2020,8,6,15,20,999,1.4,2.1,99,99,99,999,1017.5,999,29.7,999,99,99
2020,8,6,15,30,999,1.3,2.3,99,99,99,999,1017.5,999,29.7,999,99,99
2020,8,6,15,40,999,1.6,2.5,0.33,5,4.06,93,1017.5,999,29.7,999,99,99
2020,8,6,15,50,999,1.8,2.6,99,99,99,999,1017.3,999,29.8,999,99,99
2020,8,6,16,0,999,1.3,2.2,99,99,99,999,1017.4,999,29.7,999,99,99
2020,8,6,16,10,999,0.9,1.7,99,99,99,999,1017.5,999,29.7,999,99,99
2020,8,6,16,20,999,1.9,3.7,99,99,99,999,1017.5,999,29.7,999,99,99
2020,8,6,16,30,999,2.8,3.9,99,99,99,999,1017.4,999,29.7,999,99,99
2020,8,6,16,40,999,2.2,4.5,0.4,5.26,4.41,86,1017.7,999,29.7,999,99,99
2020,8,6,16,50,999,3.9,5.6,99,99,99,999,1017.7,999,29.7,999,99,99
2020,8,6,17,0,999,4.6,6.6,99,99,99,999,1017.6,999,29.7,999,99,99
2020,8,6,17,10,999,4.6,5.8,99,99,99,999,1017.3,999,30,999,99,99
2020,8,6,17,20,999,4.7,5.9,99,99,99,999,1017.6,999,29.9,999,99,99
2020,8,6,17,30,999,3,4.8,99,99,99,999,1017.7,999,29.9,999,99,99
2020,8,6,17,40,999,2.2,4.3,0.38,5.56,4.12,91,1017.7,999,29.8,999,99,99
2020,8,6,17,50,999,5.5,9.5,99,99,99,999,1017.7,999,29.9,999,99,99
2020,8,6,18,0,999,5.1,7.5,99,99,99,999,1017.6,999,29.8,999,99,99
2020,8,6,18,10,999,5,7.2,99,99,99,999,1017.6,999,29.8,999,99,99
2020,8,6,18,20,999,4.2,5.3,99,99,99,999,1017.4,999,29.7,999,99,99
2020,8,6,18,30,999,4.9,6.3,99,99,99,999,1017.4,999,29.7,999,99,99
2020,8,6,18,40,999,5.9,7.4,0.43,5,3.66,91,1017.6,999,29.7,999,99,99
2020,8,6,18,50,999,6.6,8.4,99,99,99,999,1017.6,999,29.7,999,99,99
2020,8,6,19,0,999,7.5,9.9,99,99,99,999,1017.7,999,29.7,999,99,99
2020,8,6,19,10,999,6.1,7.7,99,99,99,999,1017.4,999,29.7,999,99,99
2020,8,6,19,20,999,4.3,5.8,99,99,99,999,1017.6,999,29.7,999,99,99
2020,8,6,19,30,999,4.4,5.4,99,99,99,999,1017.7,999,29.7,999,99,99
2020,8,6,19,40,999,4.7,5.8,0.41,5,3.45,92,1017.6,999,29.7,999,99,99
2020,8,6,19,50,999,5.6,6.9,99,99,99,999,1017.4,999,29.7,999,99,99
2020,8,6,20,0,999,4.9,6.7,99,99,99,999,1017.6,999,29.8,999,99,99
2020,8,6,20,10,999,3.2,4.4,99,99,99,999,1017.6,999,29.8,999,99,99
2020,8,6,20,20,999,1.7,3.8,99,99,99,999,1017.7,999,29.8,999,99,99
2020,8,6,20,30,999,1,2.2,99,99,99,999,1017.4,999,29.8,999,99,99
2020,8,6,20,40,999,1,1.9,0.44,5,3.65,118,1017.2,999,29.8,999,99,99
2020,8,6,20,50,999,2.1,3.5,99,99,99,999,1017,999,29.7,999,99,99
2020,8,6,21,0,999,2,3.2,99,99,99,999,1017.2,999,29.6,999,99,99
2020,8,6,21,10,999,0.4,1.4,99,99,99,999,1017.1,999,29.6,999,99,99
2020,8,6,21,20,999,2.5,4.2,99,99,99,999,1017.1,999,29.6,999,99,99
2020,8,6,21,30,999,4.2,5.5,99,99,99,999,1016.9,999,29.6,999,99,99
2020,8,6,21,40,999,4.8,6.9,0.47,5.26,3.86,97,1016.9,999,29.5,999,99,99
2020,8,6,21,50,999,6.8,8.6,99,99,99,999,1016.8,999,29.6,999,99,99
2020,8,6,22,0,999,6.9,8.5,99,99,99,999,1016.5,999,29.6,999,99,99
2020,8,6,22,10,999,7.3,8.8,99,99,99,999,1016.5,999,29.6,999,99,99
2020,8,6,22,20,999,7.7,8.9,99,99,99,999,1016.5,999,29.6,999,99,99
2020,8,6,22,30,999,7.5,9,99,99,99,999,1016.5,999,29.6,999,99,99
2020,8,6,22,40,999,7.2,8.6,0.54,5.26,3.88,114,1016.4,999,29.7,999,99,99
2020,8,6,22,50,999,6.3,7.8,99,99,99,999,1016.2,999,29.7,999,99,99
2020,8,6,23,0,999,5.7,6.9,99,99,99,999,1016.2,999,29.8,999,99,99
2020,8,6,23,10,999,5.2,6.3,99,99,99,999,1016.2,999,29.7,999,99,99
2020,8,6,23,20,999,4.8,5.9,99,99,99,999,1016.2,999,29.7,999,99,99
2020,8,6,23,30,999,3.9,5.3,99,99,99,999,1016.2,999,29.6,999,99,99
2020,8,6,23,40,999,3,4.5,0.54,5,3.99,90,1016.2,999,29.6,999,99,99
2020,8,6,23,50,999,2.5,3.5,99,99,99,999,1016.3,999,29.6,999,99,99
2020,8,7,0,0,999,2.3,3.2,99,99,99,999,1016.3,999,29.6,999,99,99
2020,8,7,0,10,999,2.5,3.7,99,99,99,999,1016.4,999,29.6,999,99,99
2020,8,7,0,20,999,3.1,4.1,99,99,99,999,1016.5,999,29.6,999,99,99
2020,8,7,0,30,999,3.9,4.9,99,99,99,999,1016.6,999,29.6,999,99,99
2020,8,7,0,40,999,3.7,4.7,0.57,4.35,4.02,161,1016.7,999,29.6,999,99,99
2020,8,7,0,50,999,3,4.4,99,99,99,999,1016.7,999,29.6,999,99,99
2020,8,7,1,0,999,2.1,3.1,99,99,99,999,1017,999,29.5,999,99,99
2020,8,7,1,10,999,1.9,2.7,99,99,99,999,1017.1,999,29.5,999,99,99
2020,8,7,1,20,999,1.7,2.6,99,99,99,999,1017.1,999,29.5,999,99,99
2020,8,7,1,30,999,2.1,3.1,99,99,99,999,1017.2,999,29.6,999,99,99
2020,8,7,1,40,999,2.2,3.3,0.51,4.17,3.96,153,1017.4,999,29.6,999,99,99
2020,8,7,1,50,999,2.4,3.8,99,99,99,999,1017.6,999,29.6,999,99,99
2020,8,7,2,0,999,2.1,3.6,99,99,99,999,1017.7,999,29.6,999,99,99
2020,8,7,2,10,999,2.8,3.9,99,99,99,999,1018,999,29.6,999,99,99
2020,8,7,2,20,999,3.6,4.7,99,99,99,999,1018.1,999,29.6,999,99,99
2020,8,7,2,30,999,4.1,5.1,99,99,99,999,1018.2,999,29.6,999,99,99
2020,8,7,2,40,999,4,5.3,0.56,5,4.18,100,1018.5,999,29.6,999,99,99
2020,8,7,2,50,999,4.3,6,99,99,99,999,1018.5,999,999,999,99,99
2020,8,7,3,0,999,4.4,5.6,99,99,99,999,1018.4,999,29.6,999,99,99
2020,8,7,3,10,999,4.2,5.3,99,99,99,999,1018.4,999,29.6,999,99,99
2020,8,7,3,20,999,4.3,5.9,99,99,99,999,1018.4,999,29.6,999,99,99
2020,8,7,3,30,999,4.2,5.7,99,99,99,999,1018.6,999,29.6,999,99,99
2020,8,7,3,40,999,4.2,5.1,0.5,4.76,4.16,102,1018.7,999,29.6,999,99,99
2020,8,7,3,50,999,4.2,5,99,99,99,999,1018.4,999,29.6,999,99,99
2020,8,7,4,0,999,4.3,5.4,99,99,99,999,1018.4,999,29.6,999,99,99
2020,8,7,4,10,999,4.3,5.4,99,99,99,999,1018.3,999,29.6,999,99,99
2020,8,7,4,20,999,4.9,6.3,99,99,99,999,1018.1,999,29.6,999,99,99
2020,8,7,4,30,999,6.1,7.3,99,99,99,999,1017.9,999,29.6,999,99,99
2020,8,7,4,40,999,6.1,7.5,0.51,4.55,3.83,128,1017.9,999,29.6,999,99,99
2020,8,7,4,50,999,5.3,6.6,99,99,99,999,1017.7,999,29.6,999,99,99
2020,8,7,5,0,999,5.3,6.8,99,99,99,999,1017.6,999,29.6,999,99,99
2020,8,7,5,10,999,5.7,6.9,99,99,99,999,1017.6,999,29.6,999,99,99
2020,8,7,5,20,999,4.6,5.4,99,99,99,999,1017.6,999,29.6,999,99,99
2020,8,7,5,30,999,3.9,5.3,99,99,99,999,1017.4,999,29.6,999,99,99
2020,8,7,5,40,999,2.7,3.4,0.54,3.57,3.68,175,1017.4,999,29.6,999,99,99
2020,8,7,5,50,999,2.3,3.2,99,99,99,999,1017.2,999,29.6,999,99,99
2020,8,7,6,0,999,2.5,3.5,99,99,99,999,1017.1,999,29.6,999,99,99
2020,8,7,6,10,999,2.4,4.1,99,99,99,999,1017,999,29.6,999,99,99
2020,8,7,6,20,999,2.3,3.4,99,99,99,999,1016.9,999,29.6,999,99,99
2020,8,7,6,30,999,2.8,3.9,99,99,99,999,1016.9,999,29.6,999,99,99
2020,8,7,6,40,999,3,3.9,0.5,3.85,3.81,191,1016.8,999,999,999,99,99
2020,8,7,6,50,999,3.3,4.4,99,99,99,999,1016.7,999,29.6,999,99,99
2020,8,7,7,0,999,3.2,4.4,99,99,99,999,1016.6,999,29.5,999,99,99
2020,8,7,7,10,999,2.8,4.3,99,99,99,999,1016.6,999,29.5,999,99,99
2020,8,7,7,20,999,2.4,3.6,99,99,99,999,1016.7,999,29.5,999,99,99
2020,8,7,7,30,999,2.3,3.3,99,99,99,999,1016.5,999,29.5,999,99,99
2020,8,7,7,40,999,2,3,0.59,4.55,4.03,166,1016.5,999,29.5,999,99,99
2020,8,7,7,50,999,2.2,3.4,99,99,99,999,1016.6,999,29.5,999,99,99
2020,8,7,8,0,999,2.5,3.3,99,99,99,999,1016.6,999,29.5,999,99,99
2020,8,7,8,10,999,2.9,3.7,99,99,99,999,1016.7,999,29.5,999,99,99
2020,8,7,8,20,999,2.7,3.4,99,99,99,999,1016.7,999,29.5,999,99,99
2020,8,7,8,30,999,2.8,4,99,99,99,999,1016.6,999,29.5,999,99,99
2020,8,7,8,40,999,3,4.2,0.68,4.76,4.17,182,1016.6,999,29.5,999,99,99
2020,8,7,8,50,999,3,4.8,99,99,99,999,1016.7,999,29.5,999,99,99
2020,8,7,9,0,999,2.7,3.4,99,99,99,999,1016.8,999,29.5,999,99,99
2020,8,7,9,10,999,2.4,3.5,99,99,99,999,1016.8,999,29.5,999,99,99
2020,8,7,9,20,999,2.4,3.5,99,99,99,999,1017,999,29.5,999,99,99
2020,8,7,9,30,999,2.3,3.5,99,99,99,999,1017,999,29.5,999,99,99
2020,8,7,9,40,999,2.6,3.6,0.62,4.55,4.09,197,1017,999,29.5,999,99,99
2020,8,7,9,50,999,2.5,3.4,99,99,99,999,1017.1,999,29.5,999,99,99
2020,8,7,10,0,999,2.7,3.5,99,99,99,999,1017.2,999,29.5,999,99,99
2020,8,7,10,10,999,3,3.9,99,99,99,999,1017.3,999,29.5,999,99,99
2020,8,7,10,20,999,3,3.9,99,99,99,999,1017.4,999,29.5,999,99,99
2020,8,7,10,30,999,2.7,3.7,99,99,99,999,1017.4,999,29.5,999,99,99
2020,8,7,10,40,999,3.1,4,0.63,4.55,4.11,195,1017.5,999,29.5,999,99,99
2020,8,7,10,50,999,2.8,3.7,99,99,99,999,1017.6,999,29.5,999,99,99
2020,8,7,11,0,999,2.8,3.8,99,99,99,999,1017.6,999,29.5,999,99,99
2020,8,7,11,10,999,2.8,3.9,99,99,99,999,1017.7,999,29.5,999,99,99
2020,8,7,11,20,999,2.9,3.9,99,99,99,999,1017.8,999,29.5,999,99,99
2020,8,7,11,30,999,2.9,3.8,99,99,99,999,1017.8,999,29.5,999,99,99
2020,8,7,11,40,999,2.6,3.6,0.63,4.76,4.1,195,1018.1,999,29.5,999,99,99
2020,8,7,11,50,999,2.7,3.8,99,99,99,999,1018.2,999,29.5,999,99,99
2020,8,7,12,0,999,2.7,3.6,99,99,99,999,1018.1,999,29.5,999,99,99
2020,8,7,12,10,999,2.5,3.3,99,99,99,999,1018.1,999,29.5,999,99,99
2020,8,7,12,20,999,2.9,3.8,99,99,99,999,1018.3,999,29.5,999,99,99
2020,8,7,12,30,999,3,4,99,99,99,999,1018.4,999,29.5,999,99,99
2020,8,7,12,40,999,2.9,3.9,0.64,4.55,4.13,193,1018.5,999,29.5,999,99,99
2020,8,7,12,50,999,2.8,3.9,99,99,99,999,1018.6,999,29.5,999,99,99
2020,8,7,13,0,999,2.7,3.5,99,99,99,999,1018.7,999,29.5,999,99,99
2020,8,7,13,10,999,2.5,3.3,99,99,99,999,1018.8,999,29.5,999,99,99
2020,8,7,13,20,999,2.3,3.3,99,99,99,999,1018.9,999,29.5,999,99,99
2020,8,7,13,30,999,2.5,3.3,99,99,99,999,1019,999,29.5,999,99,99
2020,8,7,13,40,999,2.4,3.2,0.53,4.55,4.05,185,1019,999,29.5,999,99,99
2020,8,7,13,50,999,2.6,3.6,99,99,99,999,1019.1,999,29.5,999,99,99
2020,8,7,14,0,999,2.5,3.3,99,99,99,999,1019,999,29.5,999,99,99
2020,8,7,14,10,999,2.4,3,99,99,99,999,1019.1,999,29.5,999,99,99
2020,8,7,14,20,999,2.2,3.3,99,99,99,999,1019.3,999,29.5,999,99,99
2020,8,7,14,30,999,2.6,3.3,99,99,99,999,1019.2,999,29.5,999,99,99
2020,8,7,14,40,999,2.6,3.5,0.5,5.26,4.14,103,1019.4,999,29.5,999,99,99
2020,8,7,14,50,999,2.7,3.7,99,99,99,999,1019.5,999,29.5,999,99,99
2020,8,7,15,0,999,2.8,3.7,99,99,99,999,1019.5,999,29.5,999,99,99
2020,8,7,15,10,999,2.5,3.2,99,99,99,999,1019.6,999,29.5,999,99,99
2020,8,7,15,20,999,2.3,3.2,99,99,99,999,1019.6,999,29.5,999,99,99
2020,8,7,15,30,999,2.3,3.1,99,99,99,999,1019.8,999,29.5,999,99,99
2020,8,7,15,40,999,2.1,2.7,0.52,5.56,4.15,105,1019.8,999,29.5,999,99,99
2020,8,7,15,50,999,2.3,3.5,99,99,99,999,1019.8,999,29.5,999,99,99
2020,8,7,16,0,999,2.7,3.7,99,99,99,999,1019.8,999,29.5,999,99,99
2020,8,7,16,10,999,2.5,3.4,99,99,99,999,1019.9,999,29.5,999,99,99
2020,8,7,16,20,999,2.6,3.5,99,99,99,999,1019.9,999,29.6,999,99,99
2020,8,7,16,30,999,2.7,3.7,99,99,99,999,1019.9,999,29.6,999,99,99
2020,8,7,16,40,999,2.7,3.7,0.53,4.76,4.27,149,1019.9,999,29.6,999,99,99
2020,8,7,16,50,999,2.7,3.8,99,99,99,999,1019.8,999,29.6,999,99,99
2020,8,7,17,0,999,2.7,3.7,99,99,99,999,1019.8,999,29.6,999,99,99
2020,8,7,17,10,999,2.6,3.5,99,99,99,999,1019.8,999,29.6,999,99,99
2020,8,7,17,20,999,2.6,3.3,99,99,99,999,1019.8,999,29.7,999,99,99
2020,8,7,17,30,999,2.7,3.9,99,99,99,999,1019.9,999,29.7,999,99,99
2020,8,7,17,40,999,2.6,3.6,0.54,5.56,4.41,99,1019.8,999,29.7,999,99,99
2020,8,7,17,50,999,2.4,3.3,99,99,99,999,1019.8,999,29.7,999,99,99
2020,8,7,18,0,999,2.3,3.4,99,99,99,999,1020,999,29.8,999,99,99
2020,8,7,18,10,999,2.1,2.9,99,99,99,999,1019.9,999,29.7,999,99,99
2020,8,7,18,20,999,2.5,3.4,99,99,99,999,1019.8,999,29.8,999,99,99
2020,8,7,18,30,999,2,3.2,99,99,99,999,1019.8,999,29.8,999,99,99
2020,8,7,18,40,999,2.2,3,0.5,4.76,4.42,169,1019.8,999,29.7,999,99,99
2020,8,7,18,50,999,1.8,2.9,99,99,99,999,1019.9,999,29.8,999,99,99
2020,8,7,19,0,999,2,2.9,99,99,99,999,1019.9,999,29.8,999,99,99
2020,8,7,19,10,999,1.8,2.4,99,99,99,999,1019.8,999,29.8,999,99,99
2020,8,7,19,20,999,1.5,2.3,99,99,99,999,1019.6,999,29.8,999,99,99
2020,8,7,19,30,999,1.4,2.1,99,99,99,999,1019.6,999,29.9,999,99,99
2020,8,7,19,40,999,1.3,1.9,0.52,5.26,4.47,125,1019.5,999,29.8,999,99,99
2020,8,7,19,50,999,1.8,2.7,99,99,99,999,1019.3,999,999,999,99,99
2020,8,7,20,0,999,1.7,2.5,99,99,99,999,1019.2,999,29.8,999,99,99
2020,8,7,20,10,91,1.8,3,99,99,99,999,1019.1,999,29.8,999,99,99
2020,8,7,20,20,87,1.7,2.5,99,99,99,999,1019,999,29.8,999,99,99
2020,8,7,20,30,93,1.9,2.7,99,99,99,999,1019,999,29.8,999,99,99
2020,8,7,20,40,97,2.2,3.2,0.48,6.67,4.57,157,1018.9,999,29.9,999,99,99
2020,8,7,20,50,86,2,3,99,99,99,999,1019,999,29.8,999,99,99
2020,8,7,21,0,92,2,2.8,99,99,99,999,1018.9,999,29.8,999,99,99
2020,8,7,21,10,99,2.3,3.3,99,99,99,999,1018.9,999,29.8,999,99,99
2020,8,7,21,20,95,2.1,3,99,99,99,999,1018.8,999,29.7,999,99,99
2020,8,7,21,30,89,2,3,99,99,99,999,1018.8,999,29.7,999,99,99
2020,8,7,21,40,81,2,2.8,0.46,5,4.6,143,1018.7,999,29.7,999,99,99
2020,8,7,21,50,77,1.7,2.8,99,99,99,999,1018.7,999,29.7,999,99,99
2020,8,7,22,0,82,2,2.8,99,99,99,999,1018.7,999,29.7,999,99,99
2020,8,7,22,10,74,2,2.9,99,99,99,999,1018.7,999,29.6,999,99,99
2020,8,7,22,20,86,2,2.7,99,99,99,999,1018.6,999,29.6,999,99,99
2020,8,7,22,30,73,2,2.9,99,99,99,999,1018.7,999,29.6,999,99,99
2020,8,7,22,40,59,1.8,2.6,0.4,5,4.4,111,1018.7,999,29.6,999,99,99
2020,8,7,22,50,76,1.9,2.8,99,99,99,999,1018.7,999,29.7,999,99,99
2020,8,7,23,0,71,1.5,2.3,99,99,99,999,1018.7,999,29.7,999,99,99
2020,8,7,23,10,75,1.8,2.4,99,99,99,999,1018.8,999,29.7,999,99,99
2020,8,7,23,20,70,1.9,2.6,99,99,99,999,1018.8,999,29.7,999,99,99
2020,8,7,23,30,71,2.4,3.4,99,99,99,999,1019,999,29.7,999,99,99
2020,8,7,23,40,82,2.6,3.6,0.38,5.88,4.37,103,1019.1,999,29.7,999,99,99
2020,8,7,23,50,79,3.1,4.2,99,99,99,999,1019.2,999,29.7,999,99,99
2020,8,8,0,0,79,2.9,4,99,99,99,999,1019.2,999,29.7,999,99,99
2020,8,8,0,10,76,2.8,3.8,99,99,99,999,1019.2,999,29.7,999,99,99
2020,8,8,0,20,73,3.1,4.1,99,99,99,999,1019.1,999,29.7,999,99,99
2020,8,8,0,30,74,3.1,3.8,99,99,99,999,1019.2,999,29.7,999,99,99
2020,8,8,0,40,70,3.1,4.1,0.36,6.25,4.27,92,1019.3,999,29.7,999,99,99
2020,8,8,0,50,84,3.3,4.1,99,99,99,999,1019.4,999,29.7,999,99,99
2020,8,8,1,0,87,3.1,4.3,99,99,99,999,1019.5,999,29.7,999,99,99
2020,8,8,1,10,81,3.3,4.3,99,99,99,999,1019.5,999,29.7,999,99,99
2020,8,8,1,20,81,3,3.8,99,99,99,999,1019.5,999,29.7,999,99,99
2020,8,8,1,30,85,2.9,3.7,99,99,99,999,1019.6,999,29.6,999,99,99
2020,8,8,1,40,83,2.8,3.8,0.34,6.25,4.33,88,1019.9,999,29.6,999,99,99
2020,8,8,1,50,77,2.8,3.6,99,99,99,999,1019.8,999,29.5,999,99,99
2020,8,8,2,0,77,2.8,3.7,99,99,99,999,1020,999,29.5,999,99,99
2020,8,8,2,10,80,2.9,3.9,99,99,99,999,1020.1,999,29.6,999,99,99
2020,8,8,2,20,78,3,4.1,99,99,99,999,1020.1,999,29.6,999,99,99
2020,8,8,2,30,79,2.8,3.9,99,99,99,999,1020.1,999,29.6,999,99,99
2020,8,8,2,40,73,2.6,3.4,0.34,5.88,4.35,98,1020.2,999,29.6,999,99,99
2020,8,8,2,50,82,2.6,3.5,99,99,99,999,1020.3,999,29.6,999,99,99
2020,8,8,3,0,80,2.7,3.6,99,99,99,999,1020.3,999,29.6,999,99,99
2020,8,8,3,10,78,3.1,4,99,99,99,999,1020.4,999,29.6,999,99,99
2020,8,8,3,20,72,2.9,4,99,99,99,999,1020.4,999,29.5,999,99,99
2020,8,8,3,30,75,3.1,4.4,99,99,99,999,1020.4,999,29.5,999,99,99
2020,8,8,3,40,80,3.6,4.3,0.37,6.25,4.48,100,1020.4,999,29.5,999,99,99
2020,8,8,3,50,82,3.5,4.7,99,99,99,999,1020.5,999,29.5,999,99,99
2020,8,8,4,0,82,3.7,5,99,99,99,999,1020.5,999,29.5,999,99,99
2020,8,8,4,10,74,3.5,4.8,99,99,99,999,1020.5,999,29.5,999,99,99
2020,8,8,4,20,76,3.4,4.4,99,99,99,999,1020.5,999,29.5,999,99,99
2020,8,8,4,30,83,3.1,4.5,99,99,99,999,1020.4,999,29.5,999,99,99
2020,8,8,4,40,84,3.4,4.6,0.4,5.56,4.43,101,1020.4,999,29.5,999,99,99
2020,8,8,4,50,89,3.4,4.6,99,99,99,999,1020.3,999,29.5,999,99,99
2020,8,8,5,0,90,4,4.9,99,99,99,999,1020.3,999,29.5,999,99,99
2020,8,8,5,10,90,4.4,5.4,99,99,99,999,1020.2,999,29.5,999,99,99
2020,8,8,5,20,94,4.1,5.3,99,99,99,999,1020.1,999,29.5,999,99,99
2020,8,8,5,30,93,4.1,5.4,99,99,99,999,1020.1,999,29.5,999,99,99
2020,8,8,5,40,101,4.4,5.6,0.41,5.26,4.26,98,1020.1,999,29.5,999,99,99
2020,8,8,5,50,98,4.3,5.5,99,99,99,999,1020,999,29.5,999,99,99
2020,8,8,6,0,100,3.9,5.2,99,99,99,999,1020,999,29.5,999,99,99
2020,8,8,6,10,95,3.9,5.3,99,99,99,999,1019.9,999,29.5,999,99,99
2020,8,8,6,20,92,3.9,5,99,99,99,999,1019.8,999,29.5,999,99,99
2020,8,8,6,30,92,3.8,5,99,99,99,999,1019.6,999,29.5,999,99,99
2020,8,8,6,40,98,3.4,4.3,0.42,6.25,4.54,92,1019.5,999,29.5,999,99,99
2020,8,8,6,50,98,3.1,4.4,99,99,99,999,1019.3,999,29.5,999,99,99
2020,8,8,7,0,92,3.5,4.5,99,99,99,999,1019.4,999,29.5,999,99,99
2020,8,8,7,10,97,3.4,4.5,99,99,99,999,1019.3,999,29.5,999,99,99
2020,8,8,7,20,94,2.8,3.9,99,99,99,999,1019.2,999,999,999,99,99
2020,8,8,7,30,96,2.8,3.8,99,99,99,999,1019.2,999,29.5,999,99,99
2020,8,8,7,40,93,2.9,3.8,0.41,5.26,4.58,98,1019.2,999,29.5,999,99,99
2020,8,8,7,50,95,3.4,4.2,99,99,99,999,1019.1,999,29.5,999,99,99
2020,8,8,8,0,96,3.2,4.2,99,99,99,999,1019.1,999,29.5,999,99,99
2020,8,8,8,10,92,3,4.1,99,99,99,999,1019,999,29.5,999,99,99
2020,8,8,8,20,99,3.1,4.3,99,99,99,999,1019,999,29.5,999,99,99
2020,8,8,8,30,101,3.6,4.9,99,99,99,999,1019,999,29.5,999,99,99
2020,8,8,8,40,103,3.8,4.9,0.44,5.56,4.51,96,1019,999,29.4,999,99,99
2020,8,8,8,50,105,4.2,5.4,99,99,99,999,1019,999,29.4,999,99,99
2020,8,8,9,0,97,3.8,5.3,99,99,99,999,1019,999,29.4,999,99,99
2020,8,8,9,10,102,3.8,5.1,99,99,99,999,1019,999,29.4,999,99,99
2020,8,8,9,20,104,3.6,4.8,99,99,99,999,1019,999,29.4,999,99,99
2020,8,8,9,30,98,3.7,5,99,99,99,999,1019.1,999,29.5,999,99,99
2020,8,8,9,40,98,3.2,4.9,0.46,5.56,4.61,101,1019.1,999,29.5,999,99,99
2020,8,8,9,50,92,3.5,4.8,99,99,99,999,1019,999,29.5,999,99,99
2020,8,8,10,0,97,3.6,4.9,99,99,99,999,1019,999,29.5,999,99,99
2020,8,8,10,10,100,3.5,5,99,99,99,999,1019.1,999,29.4,999,99,99
2020,8,8,10,20,99,3.6,4.9,99,99,99,999,1019.2,999,29.4,999,99,99
2020,8,8,10,30,92,3.6,5,99,99,99,999,1019.4,999,29.4,999,99,99
2020,8,8,10,40,103,3.7,4.7,0.5,5.88,4.74,103,1019.4,999,29.4,999,99,99
2020,8,8,10,50,95,3.9,4.9,99,99,99,999,1019.4,999,29.4,999,99,99
2020,8,8,11,0,93,3.4,5.1,99,99,99,999,1019.5,999,29.4,999,99,99
2020,8,8,11,10,94,3.2,4.3,99,99,99,999,1019.5,999,29.4,999,99,99
2020,8,8,11,20,89,3.9,5.1,99,99,99,999,1019.5,999,29.4,999,99,99
2020,8,8,11,30,93,3.6,4.8,99,99,99,999,1019.6,999,29.4,999,99,99
2020,8,8,11,40,87,3.7,4.8,0.52,5.26,4.76,107,1019.8,999,29.4,999,99,99
2020,8,8,11,50,90,3.5,5,99,99,99,999,1020,999,29.4,999,99,99
2020,8,8,12,0,100,3.5,4.6,99,99,99,999,1020.1,999,29.4,999,99,99
2020,8,8,12,10,89,2.8,3.7,99,99,99,999,1020.1,999,29.4,999,99,99
2020,8,8,12,20,88,3.2,4.5,99,99,99,999,1020.2,999,29.4,999,99,99
