#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,hPa,degC,degC,degC,nmi,ft
2020,8,17,4,20,241,2.2,3.2,99,99,99,999,1015.6,999,30.6,999,99,99
2020,8,17,4,30,249,2.1,3,99,99,99,999,1015.7,999,30.6,999,99,99
2020,8,17,4,40,258,2,2.8,0.3,4,4.1,8,1015.7,999,30.6,999,99,99
2020,8,17,4,50,251,1.9,2.9,99,99,99,999,1015.7,999,30.6,999,99,99
2020,8,17,5,0,244,2.3,3.4,99,99,99,999,1015.6,999,30.6,999,99,99
2020,8,17,5,10,272,2.4,3.7,99,99,99,999,1015.7,999,30.6,999,99,99
2020,8,17,5,20,259,2.3,3.3,99,99,99,999,1015.5,999,30.5,999,99,99
2020,8,17,5,30,261,2.7,4.8,99,99,99,999,1015.5,999,30.6,999,99,99
2020,8,17,5,40,268,2.7,3.5,0.33,4.17,3.96,337,1015.5,999,30.5,999,99,99
2020,8,17,5,50,271,2,2.9,99,99,99,999,1015.4,999,30.5,999,99,99
2020,8,17,6,0,263,2.2,2.8,99,99,99,999,1015.3,999,30.6,999,99,99
2020,8,17,6,10,270,2.2,3.2,99,99,99,999,1015.2,999,999,999,99,99
2020,8,17,6,20,279,2.5,3.2,99,99,99,999,1015.2,999,30.5,999,99,99
2020,8,17,6,30,286,2.7,4.4,99,99,99,999,1015.2,999,30.5,999,99,99
2020,8,17,6,40,278,3.2,4.3,0.35,4.35,4.16,6,1015.1,999,30.5,999,99,99
2020,8,17,6,50,272,3.6,5.1,99,99,99,999,1014.9,999,30.5,999,99,99
2020,8,17,7,0,274,3.6,4.6,99,99,99,999,1014.9,999,30.5,999,99,99
2020,8,17,7,10,273,3.5,5,99,99,99,999,1014.9,999,30.5,999,99,99
2020,8,17,7,20,270,3.6,4.6,99,99,99,999,1014.8,999,30.5,999,99,99
2020,8,17,7,30,278,3.4,4.6,99,99,99,999,1014.6,999,30.5,999,99,99
2020,8,17,7,40,275,3.2,4,0.37,4.35,4.18,358,1014.3,999,30.5,999,99,99
2020,8,17,7,50,271,3.4,4.2,99,99,99,999,1014.2,999,30.5,999,99,99
2020,8,17,8,0,268,3.1,4,99,99,99,999,1014.1,999,30.5,999,99,99
2020,8,17,8,10,268,3.1,3.9,99,99,99,999,1014,999,30.5,999,99,99
2020,8,17,8,20,254,2.7,3.6,99,99,99,999,1014.1,999,30.5,999,99,99
2020,8,17,8,30,269,2.9,4,99,99,99,999,1014.1,999,30.5,999,99,99
2020,8,17,8,40,284,3,3.9,0.41,4.76,4.3,13,1014.1,999,30.5,999,99,99
2020,8,17,8,50,290,3.3,4.1,99,99,99,999,1014,999,30.5,999,99,99
2020,8,17,9,0,297,3.5,4.4,99,99,99,999,1014.1,999,30.5,999,99,99
2020,8,17,9,10,299,3.2,3.8,99,99,99,999,1014.1,999,30.5,999,99,99
2020,8,17,9,20,291,3.7,4.5,99,99,99,999,1014.3,999,30.5,999,99,99
2020,8,17,9,30,291,3.3,4.3,99,99,99,999,1014.3,999,30.4,999,99,99
2020,8,17,9,40,295,3,3.9,0.42,5,4.41,338,1014.3,999,30.4,999,99,99
2020,8,17,9,50,298,2.8,3.7,99,99,99,999,1014.4,999,30.4,999,99,99
2020,8,17,10,0,293,2.4,3,99,99,99,999,1014.5,999,30.4,999,99,99
2020,8,17,10,10,293,2.3,3,99,99,99,999,1014.5,999,30.4,999,99,99
2020,8,17,10,20,302,2.5,3.4,99,99,99,999,1014.5,999,30.4,999,99,99
2020,8,17,10,30,302,2.3,3.3,99,99,99,999,1014.5,999,30.4,999,99,99
2020,8,17,10,40,288,2.3,3.3,0.47,5,4.4,354,1014.7,999,30.4,999,99,99
2020,8,17,10,50,295,1.9,2.7,99,99,99,999,1014.8,999,30.4,999,99,99
2020,8,17,11,0,294,2.1,2.8,99,99,99,999,1015,999,30.4,999,99,99
2020,8,17,11,10,290,2.3,3.1,99,99,99,999,1015.1,999,30.4,999,99,99
2020,8,17,11,20,288,2.4,3,99,99,99,999,1015,999,30.4,999,99,99
2020,8,17,11,30,304,1.8,2.7,99,99,99,999,1015.2,999,30.4,999,99,99
2020,8,17,11,40,304,2.3,3,0.48,5,4.47,342,1015.3,999,30.5,999,99,99
2020,8,17,11,50,294,2.7,3.4,99,99,99,999,1015.3,999,30.5,999,99,99
2020,8,17,12,0,307,2.5,3.4,99,99,99,999,1015.3,999,30.4,999,99,99
2020,8,17,12,10,305,2.1,3.3,99,99,99,999,1015.5,999,30.5,999,99,99
2020,8,17,12,20,300,1.8,2.7,99,99,99,999,1015.5,999,30.5,999,99,99
2020,8,17,12,30,289,1.6,2.7,99,99,99,999,1015.6,999,30.4,999,99,99
2020,8,17,12,40,295,0.7,2,0.46,5,4.37,339,1015.7,999,30.4,999,99,99
2020,8,17,12,50,283,0.5,0.9,99,99,99,999,1015.6,999,30.5,999,99,99
2020,8,17,13,0,299,0.2,1.2,99,99,99,999,1015.9,999,30.5,999,99,99
2020,8,17,13,10,302,0.6,1.1,99,99,99,999,1015.8,999,30.5,999,99,99
2020,8,17,13,20,295,0.9,1.7,99,99,99,999,1015.9,999,30.5,999,99,99
2020,8,17,13,30,298,1,1.6,99,99,99,999,1016,999,30.4,999,99,99
2020,8,17,13,40,274,0.5,1.2,0.45,5,4.38,349,1016.1,999,30.4,999,99,99
2020,8,17,13,50,286,0.9,1.8,99,99,99,999,1016.1,999,30.4,999,99,99
2020,8,17,14,0,212,0.4,0.7,99,99,99,999,1016,999,30.5,999,99,99
2020,8,17,14,10,237,0.3,0.8,99,99,99,999,1016.1,999,30.4,999,99,99
2020,8,17,14,20,253,0.5,0.8,99,99,99,999,1016.3,999,30.5,999,99,99
2020,8,17,14,30,225,1,1.7,99,99,99,999,1016.4,999,30.5,999,99,99
2020,8,17,14,40,207,1.4,2.2,0.45,4.76,4.33,349,1016.4,999,30.5,999,99,99
2020,8,17,14,50,143,1,1.7,99,99,99,999,1016.2,999,30.5,999,99,99
2020,8,17,15,0,158,1.7,2.7,99,99,99,999,1016.3,999,30.5,999,99,99
2020,8,17,15,10,156,1.4,2.1,99,99,99,999,1016.1,999,30.5,999,99,99
2020,8,17,15,20,163,1.7,2.6,99,99,99,999,1016.2,999,30.5,999,99,99
2020,8,17,15,30,170,1.4,2.3,99,99,99,999,1016.5,999,30.5,999,99,99
2020,8,17,15,40,154,1.3,2,0.45,4.35,4.25,6,1016.5,999,30.5,999,99,99
2020,8,17,15,50,158,1.9,2.7,99,99,99,999,1016.7,999,30.5,999,99,99
2020,8,17,16,0,165,1.9,2.8,99,99,99,999,1016.5,999,30.5,999,99,99
2020,8,17,16,10,177,2,3,99,99,99,999,1016.6,999,30.5,999,99,99
2020,8,17,16,20,189,1.9,2.7,99,99,99,999,1016.5,999,30.5,999,99,99
2020,8,17,16,30,205,2,2.8,99,99,99,999,1016.5,999,30.5,999,99,99
2020,8,17,16,40,276,2.5,3.8,0.4,5,4.22,318,1016.7,999,30.5,999,99,99
2020,8,17,16,50,306,1.9,3.9,99,99,99,999,1016.5,999,30.5,999,99,99
2020,8,17,17,0,305,2.6,4.6,99,99,99,999,1016.3,999,30.5,999,99,99
2020,8,17,17,10,311,1.8,2.6,99,99,99,999,1016.3,999,30.5,999,99,99
2020,8,17,17,20,298,1.8,2.4,99,99,99,999,1016.2,999,30.5,999,99,99
2020,8,17,17,30,294,1.8,2.5,99,99,99,999,1016.2,999,30.5,999,99,99
2020,8,17,17,40,298,1.3,2.4,0.37,4.76,4.2,331,1016.2,999,30.5,999,99,99
2020,8,17,17,50,254,1.6,2.4,99,99,99,999,1016.2,999,30.6,999,99,99
2020,8,17,18,0,287,1.8,2.8,99,99,99,999,1016.3,999,30.6,999,99,99
2020,8,17,18,10,286,2.5,3.7,99,99,99,999,1016.2,999,30.7,999,99,99
2020,8,17,18,20,311,2.8,4.6,99,99,99,999,1016.2,999,30.6,999,99,99
2020,8,17,18,30,247,2.2,8.1,99,99,99,999,1016.2,999,30.6,999,99,99
2020,8,17,18,40,223,3.8,6.6,0.33,4.55,4.11,331,1015.7,999,30.6,999,99,99
2020,8,17,18,50,247,3,4.6,99,99,99,999,1015.7,999,30.6,999,99,99
2020,8,17,19,0,223,2,3,99,99,99,999,1015.7,999,30.6,999,99,99
2020,8,17,19,10,200,1.4,2.9,99,99,99,999,1015.7,999,30.6,999,99,99
2020,8,17,19,20,192,1.9,3.3,99,99,99,999,1015.6,999,30.6,999,99,99
2020,8,17,19,30,179,2.2,3.3,99,99,99,999,1015.4,999,30.9,999,99,99
2020,8,17,19,40,195,1.9,2.8,0.31,5,4.11,338,1015.5,999,30.6,999,99,99
2020,8,17,19,50,152,1.8,2.6,99,99,99,999,1015.4,999,30.6,999,99,99
2020,8,17,20,0,132,3.5,4.7,99,99,99,999,1015.3,999,30.6,999,99,99
2020,8,17,20,10,157,3.6,5,99,99,99,999,1015.1,999,30.8,999,99,99
2020,8,17,20,20,150,3.5,4.7,99,99,99,999,1014.9,999,30.8,999,99,99
2020,8,17,20,30,150,4,5.3,99,99,99,999,1014.9,999,30.8,999,99,99
2020,8,17,20,40,149,4.1,5,0.34,5.26,4.33,331,1015,999,30.8,999,99,99
2020,8,17,20,50,150,3.7,4.8,99,99,99,999,1014.9,999,30.8,999,99,99
2020,8,17,21,0,162,3.5,4.5,99,99,99,999,1014.8,999,30.8,999,99,99
2020,8,17,21,10,158,2.8,3.8,99,99,99,999,1014.7,999,30.8,999,99,99
2020,8,17,21,20,179,2,3,99,99,99,999,1014.8,999,30.8,999,99,99
2020,8,17,21,30,172,1.8,2.7,99,99,99,999,1014.8,999,30.8,999,99,99
2020,8,17,21,40,188,2.1,3,0.3,5.26,4.21,334,1014.6,999,30.7,999,99,99
2020,8,17,21,50,210,1.9,2.7,99,99,99,999,1014.4,999,30.7,999,99,99
2020,8,17,22,0,217,2.2,3.3,99,99,99,999,1014.1,999,30.7,999,99,99
2020,8,17,22,10,230,1.8,2.5,99,99,99,999,1014.1,999,30.6,999,99,99
2020,8,17,22,20,232,2.3,3.1,99,99,99,999,1014.1,999,30.9,999,99,99
2020,8,17,22,30,225,2.5,3.4,99,99,99,999,1014.1,999,30.8,999,99,99
2020,8,17,22,40,234,2.8,3.7,0.27,5.26,4.12,334,1014.1,999,31,999,99,99
2020,8,17,22,50,245,3,3.8,99,99,99,999,1014.1,999,31,999,99,99
2020,8,17,23,0,237,3,4.4,99,99,99,999,1014.2,999,30.7,999,99,99
2020,8,17,23,10,238,2.5,3.4,99,99,99,999,1014.1,999,30.8,999,99,99
2020,8,17,23,20,232,2.6,3.4,99,99,99,999,1014.2,999,31,999,99,99
2020,8,17,23,30,233,2.7,3.7,99,99,99,999,1014,999,31,999,99,99
2020,8,17,23,40,234,2.8,3.9,0.27,5,4.23,342,1014.1,999,30.9,999,99,99
2020,8,17,23,50,230,3.1,3.9,99,99,99,999,1014.1,999,31.1,999,99,99
2020,8,18,0,0,230,2.6,3.3,99,99,99,999,1014.2,999,31.1,999,99,99
2020,8,18,0,10,249,2,2.5,99,99,99,999,1014.2,999,31.1,999,99,99
2020,8,18,0,20,222,2.4,3.3,99,99,99,999,1014.2,999,31.2,999,99,99
2020,8,18,0,30,231,1.5,2.5,99,99,99,999,1014.1,999,31.3,999,99,99
2020,8,18,0,40,252,2,2.9,0.26,5,4.21,327,1014.4,999,31,999,99,99
2020,8,18,0,50,259,2.2,3.3,99,99,99,999,1014.5,999,30.9,999,99,99
2020,8,18,1,0,259,1.7,2.7,99,99,99,999,1014.6,999,31.1,999,99,99
2020,8,18,1,10,259,1.5,2.2,99,99,99,999,1014.6,999,30.9,999,99,99
2020,8,18,1,20,280,1,1.6,99,99,99,999,1014.7,999,30.9,999,99,99
2020,8,18,1,30,271,0.9,1.6,99,99,99,999,1014.8,999,31,999,99,99
2020,8,18,1,40,248,1,1.6,0.27,4.76,4.17,330,1014.9,999,30.9,999,99,99
2020,8,18,1,50,247,0.7,1.4,99,99,99,999,1015,999,30.7,999,99,99
2020,8,18,2,0,232,0.2,1.3,99,99,99,999,1015.1,999,30.6,999,99,99
2020,8,18,2,10,264,0.8,1.4,99,99,99,999,1014.9,999,30.8,999,99,99
2020,8,18,2,20,246,0.6,1.3,99,99,99,999,1014.9,999,30.7,999,99,99
2020,8,18,2,30,250,0.6,1.1,99,99,99,999,1015,999,30.9,999,99,99
2020,8,18,2,40,301,0.6,1.5,0.26,4.55,4.14,0,1015,999,31.2,999,99,99
2020,8,18,2,50,297,1.1,1.5,99,99,99,999,1014.9,999,30.7,999,99,99
2020,8,18,3,0,329,0.5,1.4,99,99,99,999,1014.9,999,30.9,999,99,99
2020,8,18,3,10,356,0.5,1.3,99,99,99,999,1014.9,999,30.8,999,99,99
2020,8,18,3,20,247,0.5,1.2,99,99,99,999,1014.9,999,30.6,999,99,99
2020,8,18,3,30,174,0.3,1.1,99,99,99,999,1014.8,999,30.6,999,99,99
2020,8,18,3,40,134,0.9,1.7,0.25,4.76,4.13,335,1014.9,999,30.5,999,99,99
2020,8,18,3,50,145,0.3,1.2,99,99,99,999,1014.8,999,30.5,999,99,99
2020,8,18,4,0,171,0.1,1,99,99,99,999,1014.7,999,30.5,999,99,99
2020,8,18,4,10,204,0.3,1.3,99,99,99,999,1014.7,999,30.5,999,99,99
2020,8,18,4,20,219,0.7,1.4,99,99,99,999,1014.6,999,30.6,999,99,99
2020,8,18,4,30,228,0.6,1.1,99,99,99,999,1014.6,999,30.6,999,99,99
2020,8,18,4,40,185,1.1,1.6,0.26,4.76,4.1,327,1014.6,999,30.5,999,99,99
2020,8,18,4,50,191,0.7,1.2,99,99,99,999,1014.6,999,30.5,999,99,99
2020,8,18,5,0,218,0.5,0.8,99,99,99,999,1014.6,999,30.5,999,99,99
2020,8,18,5,10,201,0.7,1.3,99,99,99,999,1014.5,999,30.6,999,99,99
2020,8,18,5,20,196,1.1,2,99,99,99,999,1014.5,999,30.5,999,99,99
2020,8,18,5,30,237,1.2,1.6,99,99,99,999,1014.5,999,30.4,999,99,99
2020,8,18,5,40,244,0.9,1.3,0.25,4.55,4.17,330,1014.4,999,30.4,999,99,99
2020,8,18,5,50,213,1,1.9,99,99,99,999,1014.4,999,30.4,999,99,99
2020,8,18,6,0,213,1.1,1.5,99,99,99,999,1014.3,999,30.3,999,99,99
2020,8,18,6,10,213,1.2,1.9,99,99,99,999,1014.3,999,30.2,999,99,99
2020,8,18,6,20,200,1.1,1.8,99,99,99,999,1014.2,999,30.2,999,99,99
2020,8,18,6,30,202,0.9,1.7,99,99,99,999,1014.2,999,30.3,999,99,99
2020,8,18,6,40,175,0.7,1.4,0.28,4.55,4.09,324,1014.1,999,30.3,999,99,99
2020,8,18,6,50,163,0.9,1.5,99,99,99,999,1014,999,30.3,999,99,99
2020,8,18,7,0,172,1.6,2.3,99,99,99,999,1014,999,30.3,999,99,99
2020,8,18,7,10,183,1.7,2.4,99,99,99,999,1014,999,30.3,999,99,99
2020,8,18,7,20,165,1.5,2.3,99,99,99,999,1013.9,999,30.2,999,99,99
2020,8,18,7,30,182,1.7,2.4,99,99,99,999,1013.8,999,30.1,999,99,99
2020,8,18,7,40,190,1.7,2.2,0.27,4.35,4.15,326,1013.6,999,30.1,999,99,99
2020,8,18,7,50,195,1.4,1.9,99,99,99,999,1013.5,999,30.2,999,99,99
2020,8,18,8,0,199,1.6,2.5,99,99,99,999,1013.4,999,30.2,999,99,99
2020,8,18,8,10,224,1.3,2.1,99,99,99,999,1013.4,999,30.2,999,99,99
2020,8,18,8,20,222,1.4,2.3,99,99,99,999,1013.3,999,30.2,999,99,99
2020,8,18,8,30,241,1.5,2.5,99,99,99,999,1013.2,999,30.2,999,99,99
2020,8,18,8,40,239,1.6,2.5,0.26,4.55,4.05,316,1013.2,999,30.2,999,99,99
2020,8,18,8,50,234,1.4,2.1,99,99,99,999,1013.2,999,30,999,99,99
2020,8,18,9,0,238,1.3,1.9,99,99,99,999,1013.3,999,30,999,99,99
2020,8,18,9,10,235,1.4,2.3,99,99,99,999,1013.3,999,30,999,99,99
2020,8,18,9,20,224,1.6,2.4,99,99,99,999,1013.3,999,30,999,99,99
2020,8,18,9,30,227,1.9,2.3,99,99,99,999,1013.3,999,30,999,99,99
2020,8,18,9,40,225,2,2.7,0.24,99,4,999,1013.4,999,30,999,99,99
2020,8,18,9,50,214,1.7,2.4,99,99,99,999,1013.5,999,30,999,99,99
2020,8,18,10,0,233,2.3,2.9,99,99,99,999,1013.5,999,30.1,999,99,99
2020,8,18,10,10,226,1.9,2.9,99,99,99,999,1013.4,999,30,999,99,99
2020,8,18,10,20,228,1.8,2.7,99,99,99,999,1013.5,999,30.1,999,99,99
2020,8,18,10,30,242,2,2.7,99,99,99,999,1013.5,999,30.1,999,99,99
2020,8,18,10,40,252,2.2,3.1,0.23,99,4.09,999,1013.5,999,30.1,999,99,99
2020,8,18,10,50,259,1.8,2.5,99,99,99,999,1013.5,999,30.1,999,99,99
2020,8,18,11,0,249,1.6,2.5,99,99,99,999,1013.7,999,30,999,99,99
2020,8,18,11,10,262,1.5,1.9,99,99,99,999,1013.7,999,30.1,999,99,99
2020,8,18,11,20,266,2.2,2.9,99,99,99,999,1013.8,999,30.1,999,99,99
2020,8,18,11,30,268,2.3,3.1,99,99,99,999,1013.8,999,30.1,999,99,99
2020,8,18,11,40,271,2,3,0.25,99,3.93,999,1013.9,999,30.1,999,99,99
2020,8,18,11,50,265,1.9,2.6,99,99,99,999,1014.2,999,30.1,999,99,99
2020,8,18,12,0,267,1.5,2.4,99,99,99,999,1014.3,999,30.1,999,99,99
2020,8,18,12,10,283,1.7,2.5,99,99,99,999,1014.3,999,30.1,999,99,99
2020,8,18,12,20,269,1.5,2.7,99,99,99,999,1014.4,999,30.2,999,99,99
2020,8,18,12,30,249,1,1.8,99,99,99,999,1014.4,999,30.2,999,99,99
2020,8,18,12,40,240,1.5,2.3,0.25,4.17,3.98,339,1014.3,999,30.2,999,99,99
2020,8,18,12,50,237,1.2,1.8,99,99,99,999,1014.3,999,30.1,999,99,99
2020,8,18,13,0,247,1.3,2,99,99,99,999,1014.4,999,30.2,999,99,99
2020,8,18,13,10,235,1.3,1.7,99,99,99,999,1014.5,999,30.1,999,99,99
2020,8,18,13,20,238,1.5,2.3,99,99,99,999,1014.6,999,30.1,999,99,99
2020,8,18,13,30,240,1.4,2,99,99,99,999,1014.7,999,30.2,999,99,99
2020,8,18,13,40,258,1.6,2.3,0.24,99,3.89,999,1014.8,999,30.2,999,99,99
2020,8,18,13,50,272,1.2,1.9,99,99,99,999,1014.8,999,30.2,999,99,99
2020,8,18,14,0,271,1.4,2.5,99,99,99,999,1015,999,30.2,999,99,99
2020,8,18,14,10,275,1.2,2,99,99,99,999,1015.1,999,30.2,999,99,99
2020,8,18,14,20,264,1.2,1.7,99,99,99,999,1015.2,999,30.2,999,99,99
2020,8,18,14,30,240,1.4,2,99,99,99,999,1015.1,999,30.2,999,99,99
2020,8,18,14,40,257,1.2,2,0.25,4.55,3.81,0,1015.1,999,30.1,999,99,99
2020,8,18,14,50,260,1.8,2.4,99,99,99,999,1015.4,999,30,999,99,99
2020,8,18,15,0,259,1.9,2.8,99,99,99,999,1015.5,999,30,999,99,99
2020,8,18,15,10,266,1.8,2.4,99,99,99,999,1015.5,999,30.1,999,99,99
2020,8,18,15,20,266,1.5,2.3,99,99,99,999,1015.7,999,30.1,999,99,99
2020,8,18,15,30,270,1,2.7,99,99,99,999,1015.8,999,30,999,99,99
2020,8,18,15,40,266,1.4,1.9,0.25,4.35,3.85,352,1015.9,999,30,999,99,99
2020,8,18,15,50,272,1.5,2.2,99,99,99,999,1015.8,999,30.1,999,99,99
2020,8,18,16,0,279,0.9,2,99,99,99,999,1015.7,999,30.1,999,99,99
2020,8,18,16,10,282,1,1.8,99,99,99,999,1015.7,999,30.2,999,99,99
2020,8,18,16,20,229,0.4,1.6,99,99,99,999,1015.7,999,30.2,999,99,99
2020,8,18,16,30,278,0.8,1.5,99,99,99,999,1015.7,999,30.2,999,99,99
2020,8,18,16,40,355,0.5,1.4,0.22,99,3.74,999,1015.7,999,30.2,999,99,99
2020,8,18,16,50,276,0.3,0.9,99,99,99,999,1015.7,999,30.2,999,99,99
2020,8,18,17,0,163,0.2,0.9,99,99,99,999,1015.5,999,30.2,999,99,99
2020,8,18,17,10,326,0.1,0.8,99,99,99,999,1015.5,999,30.2,999,99,99
2020,8,18,17,20,337,0.3,0.8,99,99,99,999,1015.4,999,30.3,999,99,99
2020,8,18,17,30,244,0.1,0.6,99,99,99,999,1015.2,999,30.3,999,99,99
2020,8,18,17,40,175,0.8,1.6,0.22,99,3.78,999,1015.2,999,30.3,999,99,99
2020,8,18,17,50,165,1.3,2.4,99,99,99,999,1015.1,999,30.3,999,99,99
2020,8,18,18,0,204,0.8,1.3,99,99,99,999,1014.9,999,30.4,999,99,99
2020,8,18,18,10,212,0.3,1,99,99,99,999,1014.9,999,30.3,999,99,99
2020,8,18,18,20,202,0.4,1.2,99,99,99,999,1014.8,999,30.3,999,99,99
2020,8,18,18,30,201,0.7,1.8,99,99,99,999,1014.6,999,30.3,999,99,99
2020,8,18,18,40,212,1.2,2.1,0.2,99,3.84,999,1014.6,999,30.3,999,99,99
2020,8,18,18,50,217,1.3,2.3,99,99,99,999,1014.4,999,30.3,999,99,99
2020,8,18,19,0,197,1.3,2.7,99,99,99,999,1014.3,999,30.4,999,99,99
2020,8,18,19,10,188,1.3,2.2,99,99,99,999,1014.2,999,30.5,999,99,99
2020,8,18,19,20,190,1.1,1.8,99,99,99,999,1014,999,30.7,999,99,99
2020,8,18,19,30,201,1.2,2.6,99,99,99,999,1013.8,999,30.7,999,99,99
2020,8,18,19,40,210,1.6,2.8,0.2,99,3.88,999,1013.7,999,30.4,999,99,99
2020,8,18,19,50,214,1.7,2.9,99,99,99,999,1013.5,999,30.7,999,99,99
2020,8,18,20,0,205,1.6,3.2,99,99,99,999,1013.3,999,30.4,999,99,99
2020,8,18,20,10,202,1.9,2.8,99,99,99,999,1013.3,999,30.4,999,99,99
2020,8,18,20,20,204,2.1,3.5,99,99,99,999,1013.1,999,30.5,999,99,99
2020,8,18,20,30,202,1.8,2.8,99,99,99,999,1012.9,999,30.4,999,99,99
2020,8,18,20,40,201,2.3,3.7,0.18,99,3.84,999,1013,999,30.4,999,99,99
2020,8,18,20,50,215,2.3,3.7,99,99,99,999,1012.8,999,30.4,999,99,99
2020,8,18,21,0,210,2.2,3.1,99,99,99,999,1012.8,999,30.4,999,99,99
2020,8,18,21,10,218,2.1,3,99,99,99,999,1012.7,999,30.4,999,99,99
2020,8,18,21,20,198,2.1,3.1,99,99,99,999,1012.7,999,30.5,999,99,99
2020,8,18,21,30,222,2.5,3.8,99,99,99,999,1012.7,999,30.5,999,99,99
2020,8,18,21,40,241,2.2,3.8,0.2,99,3.84,999,1012.6,999,30.6,999,99,99
2020,8,18,21,50,227,2.4,3.7,99,99,99,999,1012.5,999,30.4,999,99,99
2020,8,18,22,0,242,3.1,4.3,99,99,99,999,9999,999,999,999,99,99
2020,8,18,22,10,999,99,99,99,99,99,999,1012.4,999,30.5,999,99,99
2020,8,18,22,20,238,3.2,4.4,99,99,99,999,1012.3,999,30.5,999,99,99
2020,8,18,22,30,228,2.7,4.3,99,99,99,999,1012.4,999,30.5,999,99,99
2020,8,18,22,40,225,3.3,4.2,0.19,99,3.89,999,1012.3,999,30.4,999,99,99
2020,8,18,22,50,225,2.6,3.7,99,99,99,999,1012.3,999,30.5,999,99,99
2020,8,18,23,0,216,2.3,3.3,99,99,99,999,1012.5,999,30.4,999,99,99
2020,8,18,23,10,221,2.4,4.1,99,99,99,999,1012.3,999,30.5,999,99,99
2020,8,18,23,20,214,2.7,3.8,99,99,99,999,1012.3,999,30.4,999,99,99
2020,8,18,23,30,224,2.1,3.6,99,99,99,999,1012.3,999,30.5,999,99,99
2020,8,18,23,40,234,1.9,3,0.17,99,3.9,999,1012.4,999,30.4,999,99,99
2020,8,18,23,50,214,1.5,2.5,99,99,99,999,1012.4,999,30.5,999,99,99
2020,8,19,0,0,219,2,3.2,99,99,99,999,1012.4,999,30.7,999,99,99
2020,8,19,0,10,239,1.9,2.7,99,99,99,999,1012.5,999,30.6,999,99,99
2020,8,19,0,20,241,1.9,2.4,99,99,99,999,1012.6,999,30.6,999,99,99
2020,8,19,0,30,215,1.8,2.4,99,99,99,999,1012.6,999,30.4,999,99,99
2020,8,19,0,40,219,2,2.5,0.19,99,4.11,999,1012.7,999,30.5,999,99,99
2020,8,19,0,50,230,2.4,3.3,99,99,99,999,1012.8,999,30.4,999,99,99
2020,8,19,1,0,220,2.3,3,99,99,99,999,1012.7,999,30.6,999,99,99
2020,8,19,1,10,217,2.4,3.4,99,99,99,999,1012.7,999,30.6,999,99,99
2020,8,19,1,20,224,2.3,3.2,99,99,99,999,1012.9,999,30.8,999,99,99
2020,8,19,1,30,229,2.2,3.1,99,99,99,999,1013,999,30.5,999,99,99
2020,8,19,1,40,229,2.3,3.1,0.21,99,4.31,999,1013,999,30.5,999,99,99
2020,8,19,1,50,227,2.3,3.3,99,99,99,999,1013,999,30.5,999,99,99
2020,8,19,2,0,220,2.2,3.5,99,99,99,999,1013,999,30.5,999,99,99
2020,8,19,2,10,231,2.4,3.2,99,99,99,999,1013.1,999,30.5,999,99,99
2020,8,19,2,20,221,1.9,2.8,99,99,99,999,1013.2,999,30.5,999,99,99
2020,8,19,2,30,223,2.1,3,99,99,99,999,1013.3,999,30.6,999,99,99
2020,8,19,2,40,218,1.7,2.5,0.27,5.56,4.7,280,1013.3,999,31,999,99,99
2020,8,19,2,50,225,1.5,2.4,99,99,99,999,1013.2,999,30.6,999,99,99
2020,8,19,3,0,228,1.6,3.1,99,99,99,999,1013.2,999,30.5,999,99,99
2020,8,19,3,10,220,1.7,2.8,99,99,99,999,1013.3,999,30.8,999,99,99
2020,8,19,3,20,227,1.6,2.3,99,99,99,999,1013.3,999,30.8,999,99,99
2020,8,19,3,30,242,2.2,3.3,99,99,99,999,1013.3,999,30.6,999,99,99
2020,8,19,3,40,221,1.6,2.5,0.28,5.26,4.57,305,1013.4,999,30.5,999,99,99
2020,8,19,3,50,217,2.1,2.5,99,99,99,999,1013.4,999,30.5,999,99,99
2020,8,19,4,0,222,1.6,2.4,99,99,99,999,1013.4,999,30.5,999,99,99
2020,8,19,4,10,226,1.5,2.4,99,99,99,999,1013.4,999,30.7,999,99,99
2020,8,19,4,20,222,1.8,2.4,99,99,99,999,1013.3,999,30.7,999,99,99
2020,8,19,4,30,226,1.9,2.8,99,99,99,999,1013.3,999,30.8,999,99,99
2020,8,19,4,40,217,2.1,2.9,0.31,5,4.58,291,1013.5,999,30.7,999,99,99
2020,8,19,4,50,223,2.1,2.9,99,99,99,999,1013.4,999,30.6,999,99,99
2020,8,19,5,0,208,2.1,2.8,99,99,99,999,1013.4,999,30.6,999,99,99
2020,8,19,5,10,219,1.8,2.5,99,99,99,999,1013.5,999,30.4,999,99,99
2020,8,19,5,20,224,1.8,2.7,99,99,99,999,1013.5,999,30.5,999,99,99
2020,8,19,5,30,216,1.8,2.4,99,99,99,999,1013.3,999,30.6,999,99,99
2020,8,19,5,40,216,2.5,3.2,0.29,7.14,4.97,261,1013.4,999,30.6,999,99,99
2020,8,19,5,50,215,2.5,3.9,99,99,99,999,1013.3,999,30.6,999,99,99
2020,8,19,6,0,220,2.5,3.4,99,99,99,999,1013.1,999,30.5,999,99,99
2020,8,19,6,10,217,2.6,3.7,99,99,99,999,1013,999,30.8,999,99,99
