#YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2020,8,24,9,10,999,6.8,8.2,99,99,99,999,1010.8,999,29.5,999,99,460.5705882
2020,8,24,9,20,999,6.5,7.9,99,99,99,999,1010.9,999,29.5,999,99,460.2757353
2020,8,24,9,30,999,6.3,7.7,99,99,99,999,1010.8,999,29.4,999,99,459.9375
2020,8,24,9,40,999,6.3,7.4,1.25,7.14,4.97,95,1010.8,999,29.4,999,99,323.7729412
2020,8,24,9,50,999,5.8,7,99,99,99,999,1010.8,999,29.4,999,99,459.3161765
2020,8,24,10,0,999,5.7,7,99,99,99,999,1010.9,999,29.4,999,99,460.7485294
2020,8,24,10,10,999,5.4,6.4,99,99,99,999,1011,999,29.4,999,99,460.4426471
2020,8,24,10,20,999,5.6,6.8,99,99,99,999,1011.1,999,29.4,999,99,460.1808824
2020,8,24,10,30,999,5.3,6.4,99,99,99,999,1011.2,999,29.4,999,99,459.8823529
2020,8,24,10,40,999,5.3,6.3,1.09,6.67,4.98,120,1011.3,999,29.4,999,99,326.8184559
2020,8,24,10,50,999,5.1,6.4,99,99,99,999,1011.4,999,29.4,999,99,459.3205882
2020,8,24,11,0,999,5.2,6.1,99,99,99,999,1011.5,999,29.4,999,99,460.7448529
2020,8,24,11,10,999,5.1,5.9,99,99,99,999,1011.5,999,29.4,999,99,460.4419118
2020,8,24,11,20,999,4.9,6,99,99,99,999,1011.6,999,29.4,999,99,460.1632353
2020,8,24,11,30,999,5,6,99,99,99,999,1011.5,999,29.4,999,99,459.8558824
2020,8,24,11,40,999,4.9,6.9,1.02,6.67,4.94,119,1011.7,999,29.3,999,99,326.6896324
2020,8,24,11,50,999,4.7,6.4,99,99,99,999,1011.9,999,29.3,999,99,459.3176471
2020,8,24,12,0,999,4.8,5.8,99,99,99,999,1011.9,999,29.3,999,99,460.7161765
2020,8,24,12,10,999,4.8,5.9,99,99,99,999,1012.2,999,29.2,999,99,460.4507353
2020,8,24,12,20,999,4.6,5.6,99,99,99,999,1012.4,999,29.1,999,99,460.1529412
2020,8,24,12,30,999,4.6,5.7,99,99,99,999,1012.6,999,29.1,999,99,459.8919118
2020,8,24,12,40,999,4.2,5.5,0.93,6.67,4.93,128,1012.7,999,29.1,999,99,327.8038971
2020,8,24,12,50,999,4.6,5.9,99,99,99,999,1012.8,999,29.1,999,99,459.3404412
2020,8,24,13,0,999,4.7,6,99,99,99,999,1012.8,999,29.1,999,99,460.7647059
2020,8,24,13,10,999,4.6,5.6,99,99,99,999,1012.9,999,29.1,999,99,460.4691176
2020,8,24,13,20,999,4.2,5.4,99,99,99,999,1013,999,29.1,999,99,460.1764706
2020,8,24,13,30,999,5.1,7.2,99,99,99,999,1013.1,999,29.1,999,99,459.9764706
2020,8,24,13,40,999,5.3,7.4,0.82,6.67,4.7,115,1013.2,999,29.1,999,99,326.2568382
2020,8,24,13,50,999,3.9,4.9,99,99,99,999,1013.3,999,29.1,999,99,459.3154412
2020,8,24,14,0,999,3.3,4.3,99,99,99,999,1013.3,999,29.1,999,99,460.7036765
2020,8,24,14,10,999,2.9,4,99,99,99,999,1013.3,999,29.1,999,99,460.3926471
2020,8,24,14,20,999,2.9,3.9,99,99,99,999,1013.3,999,29.1,999,99,460.0948529
2020,8,24,14,30,999,2.8,4.4,99,99,99,999,1013.3,999,29.1,999,99,459.8176471
2020,8,24,14,40,999,3.7,4.8,0.87,6.25,4.81,120,1013.5,999,29.2,999,99,326.7547794
2020,8,24,14,50,999,3.5,4.4,99,99,99,999,1013.4,999,29.2,999,99,459.2735294
2020,8,24,15,0,999,3.3,4.1,99,99,99,999,1013.4,999,29.2,999,99,460.6786765
2020,8,24,15,10,999,3.3,4.2,99,99,99,999,1013.5,999,29.2,999,99,460.4029412
2020,8,24,15,20,999,3.6,4.5,99,99,99,999,1013.4,999,29.3,999,99,460.1286765
2020,8,24,15,30,999,3.5,4.3,99,99,99,999,1013.4,999,29.3,999,99,459.8257353
2020,8,24,15,40,999,3.2,4.1,0.84,5.88,4.73,137,1013.5,999,29.3,999,99,328.7744118
2020,8,24,15,50,999,3.4,4.2,99,99,99,999,1013.5,999,29.3,999,99,459.2470588
2020,8,24,16,0,999,3.6,4.4,99,99,99,999,1013.5,999,29.2,999,99,460.6573529
2020,8,24,16,10,999,3.2,4.1,99,99,99,999,1013.4,999,29.4,999,99,460.3698529
2020,8,24,16,20,999,3.5,4.6,99,99,99,999,1013.3,999,29.3,999,99,460.0647059
2020,8,24,16,30,999,3.4,4,99,99,99,999,1013.2,999,29.3,999,99,459.7323529
2020,8,24,16,40,999,4,7.2,0.78,5.56,4.7,109,1013.2,999,29.3,999,99,325.2720588
2020,8,24,16,50,999,4.4,6.9,99,99,99,999,1013.3,999,29.2,999,99,459.2610294
2020,8,24,17,0,999,4.2,5.5,99,99,99,999,1013.3,999,29.3,999,99,460.6448529
2020,8,24,17,10,999,3.8,4.7,99,99,99,999,1013.3,999,29.4,999,99,460.3345588
2020,8,24,17,20,999,3.6,4.6,99,99,99,999,1013.2,999,29.4,999,99,460.0191176
2020,8,24,17,30,999,5.3,7.8,99,99,99,999,1013.1,999,29.4,999,99,459.8529412
2020,8,24,17,40,999,6.3,8.1,0.94,6.25,4.95,120,1013,999,29.4,999,99,326.7431618
2020,8,24,17,50,999,5.5,7.6,99,99,99,999,1012.9,999,29.4,999,99,459.2308824
2020,8,24,18,0,999,3.3,4.1,99,99,99,999,1012.9,999,29.4,999,99,460.4889706
2020,8,24,18,10,999,3.2,4.2,99,99,99,999,1012.9,999,29.4,999,99,460.1970588
2020,8,24,18,20,999,2.9,3.8,99,99,99,999,1012.7,999,29.5,999,99,459.8735294
